Component,Eigenvalue,Explained_Variance_%,Cumulative_%
PC1,3.318988077471867,55.30857011835021,55.30857011835021
PC2,1.015604642107789,16.924327309824974,72.23289742817519
PC3,0.8653113985170234,14.419797553337894,86.6526949815131
PC4,0.3811777380974867,6.352055253894679,93.00475023540776
PC5,0.2546964519130595,4.244334791421941,97.2490850268297
PC6,0.1650784675603442,2.750914973170309,100.0
