Simulation,Mean,Std
451,0.35580897566833747,0.055432511954128426
452,0.3571170921344027,0.05552703264149121
453,0.3560753061181014,0.05506528172861928
454,0.35630108850800163,0.05581237691410823
455,0.3549535251445377,0.05538053205375514
456,0.35542293716827866,0.05527127631735493
457,0.3567050908578377,0.05539660751497261
458,0.3559750144014342,0.05487803074270239
459,0.3548277455808358,0.05535452615932053
460,0.35728682390352967,0.05581012035271987
461,0.35624488450969494,0.05513158854900237
462,0.3573172144425317,0.05579681120735354
463,0.3559264962598516,0.055737995452271566
464,0.35552951162908,0.0557953480096121
465,0.3554494951668526,0.05527376840679018
466,0.3556037340732314,0.05511918461545635
467,0.3567548361176865,0.05559734982956485
468,0.35543017708114755,0.05545886900242751
469,0.35699760121704716,0.056404201519988165
470,0.3556097533119304,0.056027015363685345
471,0.35645003694477834,0.0555067970844809
472,0.3568552168032239,0.05532257712857474
473,0.3566467343142068,0.05515616866542948
474,0.3561074469938242,0.05548036022416752
475,0.3549067847697847,0.05542972396448763
476,0.35584848009278747,0.05574879480036019
477,0.3543006348658162,0.054724696738277574
478,0.35520908333609663,0.055117329976192043
479,0.356828844643387,0.055687170537864296
480,0.35450858151535053,0.05512269821137915
481,0.3554873902564254,0.055413128897748465
482,0.35650306198874004,0.05537114324492838
483,0.35563572265946997,0.05599675071897167
484,0.3561931645499852,0.05584247307723871
485,0.3560939212176484,0.05544192726720745
486,0.35543386396264925,0.054593244336964594
487,0.35677218659049875,0.05574987484103583
488,0.35672867753373194,0.05510423844720605
489,0.3558686684765222,0.05533239747180274
490,0.35579017055740064,0.055209997425199726
491,0.3556865831123872,0.05517208346937877
492,0.35650672368934566,0.05593489397363117
493,0.35675030598148694,0.05521913023030065
494,0.35639081297428393,0.05512609656293529
495,0.3559177433199182,0.055323462368579754
496,0.3560339230418483,0.05592739136211938
497,0.3555060241249683,0.05536779342616558
498,0.35625615457786,0.05501503948309106
499,0.3561555410661484,0.05444622686244356
500,0.3569244697357893,0.05569102266671945
501,0.35537385422361395,0.05446539627795195
502,0.3564830427431471,0.05520167088193971
503,0.35595445479339144,0.055272244555609126
504,0.3568607908732121,0.05650257804657716
505,0.35639373885106773,0.055209603332598986
506,0.3550602421696139,0.055113048034121315
507,0.35593283692747313,0.05493176514177929
508,0.3553399762004949,0.05545709522927794
509,0.35618867926089803,0.055620893969805386
510,0.35578489879921116,0.05516560875183117
511,0.35599378698627154,0.054896422250261145
512,0.3555902821095339,0.05527271279529762
513,0.356644330250645,0.05517598968922446
514,0.3550715980086575,0.05594129057804362
515,0.3551216087322606,0.055477594564297794
516,0.3560361416515221,0.054694228370263054
517,0.35618255817451955,0.05494178281000099
518,0.35533744112543986,0.054910788917152384
519,0.357059238434622,0.05506996354752886
520,0.356110197182351,0.056066337709445364
521,0.3557078719585951,0.055324401558764384
522,0.35499654426871136,0.056157402614994745
523,0.3549232560689513,0.05483642621437632
524,0.35546332624215826,0.05546830097271838
525,0.3555693143007374,0.055409757942465346
526,0.3551409615310891,0.055344075488705166
527,0.3552756236811509,0.0547190490256425
528,0.35635097688973155,0.05544670626517801
529,0.3561146483005295,0.05542825047189954
530,0.35663374875497333,0.05561043206446248
531,0.3567373961843055,0.05600316181904222
532,0.3559777247227879,0.05541241094695637
533,0.35584863286996526,0.054887858549988726
534,0.35623189509840536,0.05492059973116761
535,0.35555545389045384,0.054338239186134625
536,0.3567264604138007,0.055571784966375715
537,0.3546691209788908,0.054954205032021315
538,0.3559922553102415,0.05543493780073128
539,0.3544092437509437,0.05516414233571567
