Country,HDI_2023,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_per_Capita,Year,ISO3,CO2_per_capita,Innovation_Score_Mean,Innovation_Best_Rank,generation_twh,generation_share_pct,generation_kwh_per_capita
z. Refers to 2019 based on UNESCO Institute for Statistics (2024).,,,,,,2023,,,,,,,
"aa. HDRO estimate based on data from  IMF (2024), United Nations Statistics Division (2025) and World Bank (2024a).",,,,,,2023,,,,,,,
ab. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for various years.,,,,,,2023,,,,,,,
ac. Refers to 2017 based on UNESCO Institute for Statistics (2024).,,,,,,2023,,,,,,,
ad. Refers to 2008 based on UNESCO Institute for Statistics (2024).,,,,,,2023,,,,,,,
Definitions,,,,,,2023,,,,,,,
"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at https://hdr.undp.org/sites/default/files/2025_HDR/hdr2025_technical_notes.pdf for details on how the HDI is calculated.",,,,,,2023,,,,,,,
Life expectancy at birth: Number of years a newborn infant could expect to live if prevailing patterns of age-specific mortality rates at the time of birth stay the same throughout the infant’s life.,,,,,,2023,,,,,,,
Expected years of schooling: Number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrolment rates persist throughout the child’s life.,,,,,,2023,,,,,,,
"Mean years of schooling: Average number of years of education received by people ages 25 and older, converted from education attainment levels using official durations of each level.",,,,,,2023,,,,,,,
"Gross national income (GNI) per capita: Aggregate income of an economy generated by its production and its ownership of factors of production, less the incomes paid for the use of factors of production owned by the rest of the world, converted to international dollars using PPP rates, divided by midyear population.",,,,,,2023,,,,,,,
GNI per capita rank minus HDI rank: Difference in ranking by GNI per capita and by HDI value. A negative value means that the country is better ranked by GNI than by HDI value.,,,,,,2023,,,,,,,
"HDI rank for 2022: Ranking by HDI value for 2022, calculated using the same most recently revised data available that were used to calculate HDI values for 2023.",,,,,,2023,,,,,,,
Main data sources,,,,,,2023,,,,,,,
"Columns 1 and 7: HDRO calculations based on data from Barro and Lee (2018), IMF (2024), UNDESA (2024a), UNESCO Institute for Statistics (2024), United Nations Statistics Division (2025) and World Bank (2024a).",,,,,,2023,,,,,,,
Column 2: UNDESA 2024a.,,,,,,2023,,,,,,,
"Column 3: ICF Macro Demographic and Health Surveys, UNESCO Institute for Statistics 2024,  and UNICEF Multiple Indicator Cluster Surveys.",,,,,,2023,,,,,,,
"Column 4: Barro and Lee 2018, Eurostat 2024, ICF Macro Demographic and Health Surveys, UNESCO Institute for Statistics 2024 and UNICEF Multiple Indicator Cluster Surveys.",,,,,,2023,,,,,,,
"Column 5: IMF 2024, United Nations Statistics Division 2025 and World Bank 2024a.",,,,,,2023,,,,,,,
Column 6: Calculated based on data in columns 1 and 5.,,,,,,2023,,,,,,,
